application_id,dealer_id,vehicle_type,region,applicant_income,loan_amount,vehicle_age,application_date,bad
APP-00170,D001,truck,midwest,57091.362548786085,22502.75460145207,10,2025-03-23T00:00:00.000000000,0
APP-01478,D001,suv,midwest,61585.365268797075,25365.776998190686,5,2025-03-13T00:00:00.000000000,0
APP-00405,D001,suv,south,55055.38718632543,21902.82683137914,4,2025-01-30T00:00:00.000000000,1
APP-01513,D002,car,midwest,44182.62590325008,25219.64100252099,6,2025-02-05T00:00:00.000000000,0
APP-01097,D002,car,midwest,53030.47444640465,9524.306257419108,4,2025-01-04T00:00:00.000000000,0
APP-00862,D002,truck,midwest,41409.05766818595,14360.024826434586,12,2025-01-17T00:00:00.000000000,1
APP-01453,D001,suv,midwest,49024.85703514671,26631.13891257116,5,2025-02-21T00:00:00.000000000,0
APP-00288,D002,truck,midwest,61575.96599293943,22035.911818909703,9,2025-03-17T00:00:00.000000000,0
APP-00265,D002,car,midwest,50233.061444162726,13646.29992580022,7,2025-01-16T00:00:00.000000000,0
APP-01241,D002,car,south,46484.924479563386,13527.255469658447,10,2025-01-10T00:00:00.000000000,1
APP-01076,D001,truck,south,45847.27525428589,17579.439691839078,6,2025-01-23T00:00:00.000000000,1
APP-00833,D001,car,south,59789.64408686664,18863.410876645565,8,2025-01-04T00:00:00.000000000,0
APP-00127,D001,car,south,49473.75430048778,18470.963317275444,4,2025-01-17T00:00:00.000000000,1
APP-01559,D002,car,midwest,45392.68315749964,16654.19582326607,7,2025-02-17T00:00:00.000000000,1
APP-01969,D002,suv,south,52156.856364685984,23762.683669332557,7,2025-01-08T00:00:00.000000000,1
APP-00730,D002,suv,midwest,48684.313176736556,17275.95854427065,6,2025-01-26T00:00:00.000000000,0
APP-00796,D001,truck,south,53625.547665819024,22922.84406053257,11,2025-01-22T00:00:00.000000000,0
APP-01870,D002,truck,midwest,51567.12815405259,17840.61215029771,12,2025-01-28T00:00:00.000000000,0
APP-00719,D001,suv,south,53449.21031033114,12612.320200363862,5,2025-03-10T00:00:00.000000000,0
APP-01783,D001,car,midwest,63030.36698539578,13748.129710418656,3,2025-01-13T00:00:00.000000000,0
APP-01697,D001,car,south,44490.94146763839,15716.238589396005,7,2025-02-20T00:00:00.000000000,1
APP-00908,D001,truck,midwest,42064.6255418806,16003.91893548704,7,2025-01-23T00:00:00.000000000,0
APP-01244,D001,suv,midwest,54513.35046411079,15262.151094407589,7,2025-02-17T00:00:00.000000000,0
APP-01557,D002,truck,south,49442.84378865478,15256.812462357913,5,2025-03-16T00:00:00.000000000,1
APP-00999,D002,suv,midwest,56911.302830087276,15564.988706819855,10,2025-03-20T00:00:00.000000000,0
APP-00268,D001,truck,midwest,47682.97685323206,19342.716658699122,11,2025-02-02T00:00:00.000000000,1
APP-01861,D002,suv,midwest,50998.53886078137,15439.994695204405,8,2025-03-23T00:00:00.000000000,0
APP-00420,D002,suv,south,57400.30924590553,22299.077706603384,6,2025-02-08T00:00:00.000000000,1
APP-01500,D002,suv,south,55338.96229606983,17522.25591067806,10,2025-01-19T00:00:00.000000000,0
APP-01151,D001,truck,south,49093.04726574729,13928.306050088402,9,2025-03-08T00:00:00.000000000,0
APP-00978,D002,truck,south,61059.379347631126,24831.324717160354,7,2025-02-08T00:00:00.000000000,0
APP-00857,D001,suv,midwest,48244.075168293646,23832.32806625595,4,2025-03-08T00:00:00.000000000,1
APP-01190,D001,truck,south,44722.5501334347,22110.62274180639,7,2025-02-13T00:00:00.000000000,0
APP-00324,D002,suv,south,47170.56451773404,20281.980604636014,12,2025-01-15T00:00:00.000000000,1
APP-01886,D001,suv,midwest,55698.6391612908,18869.351238004972,12,2025-03-24T00:00:00.000000000,0
APP-01827,D001,suv,south,47872.86891768425,24519.778976387628,4,2025-02-09T00:00:00.000000000,0
APP-00158,D002,suv,south,60264.726942543355,19552.011329820638,4,2025-02-26T00:00:00.000000000,0
APP-01644,D002,suv,midwest,45430.63183065073,20675.755900572458,8,2025-01-26T00:00:00.000000000,1
APP-00891,D001,car,midwest,50203.38725026708,17516.255382104137,11,2025-03-14T00:00:00.000000000,0
APP-01419,D002,car,midwest,43695.37401590098,15065.941723831513,9,2025-03-07T00:00:00.000000000,1
APP-01192,D001,truck,midwest,56852.936883013586,17188.079706186076,8,2025-02-07T00:00:00.000000000,0
APP-01443,D002,suv,midwest,36370.67948720115,18906.538007924115,7,2025-03-01T00:00:00.000000000,0
APP-01248,D001,car,midwest,60031.03476908178,18479.10823663857,5,2025-02-13T00:00:00.000000000,0
APP-01165,D002,car,south,57345.0377713391,14962.084244462889,8,2025-01-18T00:00:00.000000000,1
APP-01607,D001,car,south,56462.050139489525,17060.507444802995,7,2025-03-09T00:00:00.000000000,0
APP-00937,D001,truck,midwest,55575.27714194967,26404.5708197569,10,2025-01-26T00:00:00.000000000,0
APP-01859,D002,car,south,30066.746333967825,16831.7326774324,5,2025-01-27T00:00:00.000000000,0
APP-00151,D002,car,south,48038.91865301574,17450.058191132015,3,2025-01-11T00:00:00.000000000,0
APP-01455,D002,truck,south,55909.60005173404,12312.821562650719,5,2025-01-26T00:00:00.000000000,0
APP-00238,D001,car,south,59056.77384451022,21238.919386129164,4,2025-03-27T00:00:00.000000000,0
APP-00282,D001,suv,midwest,58728.781280913914,20483.052413889644,8,2025-02-05T00:00:00.000000000,0
APP-00991,D001,suv,midwest,56290.35965837964,13515.865539197157,3,2025-02-28T00:00:00.000000000,0
APP-00959,D002,suv,midwest,41850.88826128783,25157.094448168424,6,2025-03-28T00:00:00.000000000,1
APP-01914,D002,suv,south,57932.90653413851,17136.639416574973,4,2025-02-02T00:00:00.000000000,0
APP-00150,D001,truck,south,53260.09042784222,18732.174838629697,3,2025-02-05T00:00:00.000000000,0
APP-00468,D002,truck,midwest,54437.2856463697,17084.952053148165,3,2025-02-01T00:00:00.000000000,0
APP-01322,D001,car,midwest,46177.01977627943,19211.09316781306,3,2025-01-10T00:00:00.000000000,0
APP-00179,D002,suv,south,60107.24666970846,17393.469359341947,10,2025-03-26T00:00:00.000000000,0
APP-01114,D001,truck,south,50519.00915720294,21840.656917589542,10,2025-02-11T00:00:00.000000000,0
APP-00078,D001,suv,midwest,68053.4473640241,21457.059645770085,10,2025-03-16T00:00:00.000000000,0
APP-01890,D001,truck,south,61872.75508746915,27716.265489177364,12,2025-03-17T00:00:00.000000000,0
APP-00438,D002,truck,midwest,49894.749933074956,21334.13783311861,5,2025-03-14T00:00:00.000000000,0
APP-00092,D002,car,south,50483.30413862015,16628.126981278125,10,2025-03-29T00:00:00.000000000,0
APP-01399,D001,car,midwest,43389.97798521067,18992.083812612207,12,2025-03-25T00:00:00.000000000,1
APP-01377,D002,suv,south,35152.931501344516,12545.551247630927,3,2025-01-30T00:00:00.000000000,1
APP-00084,D002,truck,midwest,47285.129124736384,14597.571522748278,10,2025-02-16T00:00:00.000000000,1
APP-00177,D002,car,south,46021.19438156155,20768.49241945036,5,2025-02-11T00:00:00.000000000,0
APP-01387,D002,truck,south,72664.4770143589,22241.189935048184,9,2025-03-29T00:00:00.000000000,1
APP-00526,D001,car,south,50085.012104393994,20830.105790202753,8,2025-01-19T00:00:00.000000000,1
APP-01447,D002,car,midwest,42469.862311332465,18103.114683469656,7,2025-02-21T00:00:00.000000000,1
APP-00882,D002,car,midwest,59643.78881582898,21417.478200372552,11,2025-02-24T00:00:00.000000000,1
APP-00209,D001,car,south,72719.89859139611,6854.853233913505,8,2025-01-21T00:00:00.000000000,0
APP-01091,D002,suv,midwest,40955.31078121991,20787.675397378836,5,2025-01-28T00:00:00.000000000,0
APP-00503,D002,truck,midwest,55320.7304124298,15634.740460604036,10,2025-03-05T00:00:00.000000000,0
APP-01025,D002,suv,midwest,58494.50350877046,21455.497771319333,7,2025-01-12T00:00:00.000000000,0
APP-01496,D001,suv,south,50355.984909029365,23301.887807843654,5,2025-03-28T00:00:00.000000000,1
APP-00023,D001,suv,midwest,44596.63172754289,26593.430364136755,9,2025-03-27T00:00:00.000000000,1
APP-00961,D001,truck,south,44331.16208419611,23080.898711729656,3,2025-01-03T00:00:00.000000000,0
APP-01123,D001,suv,midwest,54275.821347572586,20911.389688062118,5,2025-01-04T00:00:00.000000000,1
APP-01305,D002,car,south,53236.810933835266,13066.767618701291,10,2025-03-15T00:00:00.000000000,1
APP-00782,D002,truck,midwest,46237.74158301606,12299.839784005944,8,2025-01-02T00:00:00.000000000,0
APP-01633,D001,car,midwest,52486.803372466034,20697.547235903232,5,2025-01-23T00:00:00.000000000,1
APP-01804,D001,car,midwest,46242.239615812025,25473.84454119689,10,2025-03-03T00:00:00.000000000,0
APP-01370,D002,car,south,46650.43581273582,17381.286441813816,9,2025-02-20T00:00:00.000000000,0
APP-00417,D002,suv,south,45298.474997049096,18214.009009555142,3,2025-03-08T00:00:00.000000000,0
APP-01524,D001,car,midwest,47348.49936434503,18849.50264768227,3,2025-03-20T00:00:00.000000000,0
APP-00997,D002,car,midwest,46420.02402048139,19021.457880455204,6,2025-02-28T00:00:00.000000000,1
APP-00648,D002,truck,south,56145.805892019045,19883.316724591175,4,2025-02-28T00:00:00.000000000,0
APP-01481,D001,truck,midwest,46444.41210307368,17074.245533661364,5,2025-01-25T00:00:00.000000000,1
APP-01570,D002,car,south,42585.93713628719,29533.677076990636,6,2025-02-05T00:00:00.000000000,1
APP-00679,D002,suv,midwest,46350.897188884235,15564.717046561864,6,2025-01-30T00:00:00.000000000,1
APP-01740,D001,truck,south,55543.06050185627,13598.448022272205,7,2025-02-26T00:00:00.000000000,0
APP-01260,D002,suv,south,55668.546876173656,13027.938661135955,7,2025-02-27T00:00:00.000000000,0
APP-00548,D002,suv,midwest,48201.933446493866,21015.790575359017,3,2025-01-29T00:00:00.000000000,1
APP-00805,D002,car,midwest,62391.667048226314,20978.43376886551,6,2025-03-12T00:00:00.000000000,1
APP-00948,D001,suv,midwest,48273.14631339901,22861.53880217605,10,2025-01-01T00:00:00.000000000,1
APP-01055,D001,truck,south,54721.59645066307,16407.573241771297,10,2025-03-08T00:00:00.000000000,1
APP-00536,D001,truck,midwest,61534.93377022327,19820.403895544783,12,2025-03-17T00:00:00.000000000,0
APP-01203,D002,truck,midwest,47436.91908186911,18251.35108464201,6,2025-02-12T00:00:00.000000000,0
APP-00781,D002,car,midwest,52226.42497312798,28614.62125711173,3,2025-03-24T00:00:00.000000000,0
APP-01089,D002,car,south,54179.176155593756,11500.982511680031,7,2025-01-20T00:00:00.000000000,0
APP-00066,D001,suv,south,57357.09270747224,18532.295995111726,10,2025-01-26T00:00:00.000000000,0
APP-00108,D002,car,midwest,60414.34403922308,18355.457887850414,10,2025-01-21T00:00:00.000000000,0
APP-00793,D002,truck,midwest,61298.2523988286,19114.46172729215,6,2025-01-26T00:00:00.000000000,0
APP-00610,D002,truck,south,50597.025087285634,20742.744688903414,9,2025-01-08T00:00:00.000000000,1
APP-01787,D001,car,midwest,52741.57841036637,18147.91852301027,7,2025-02-14T00:00:00.000000000,1
APP-00142,D001,truck,midwest,60469.326362506356,23288.73287202717,5,2025-01-23T00:00:00.000000000,1
APP-01681,D002,truck,south,47041.70485337959,18588.870235346658,12,2025-01-21T00:00:00.000000000,0
APP-00425,D001,suv,south,48025.01311509751,18103.054283711717,7,2025-03-25T00:00:00.000000000,0
APP-01784,D002,truck,midwest,57698.29265741095,16583.040105396816,11,2025-01-23T00:00:00.000000000,0
APP-00759,D001,suv,south,51072.19056761258,16926.456687246708,4,2025-01-11T00:00:00.000000000,1
APP-01023,D002,suv,midwest,37758.683003744976,18852.462623180705,6,2025-01-17T00:00:00.000000000,1
APP-01497,D002,car,midwest,41291.21858778454,17284.075231009352,10,2025-03-28T00:00:00.000000000,1
APP-01589,D002,suv,midwest,53877.423881364426,21344.540625100417,8,2025-01-31T00:00:00.000000000,0
APP-00408,D001,truck,south,49248.89826927014,19085.629470529482,9,2025-01-28T00:00:00.000000000,1
APP-00620,D001,truck,midwest,58845.66915949669,20575.44643442471,3,2025-01-09T00:00:00.000000000,0
APP-00871,D001,car,south,53757.66341198036,22804.67093553222,12,2025-02-17T00:00:00.000000000,1
APP-00183,D001,suv,south,56866.59669135223,20675.27826231766,6,2025-01-14T00:00:00.000000000,0
APP-00764,D002,car,south,46810.904710146686,19328.22237460941,12,2025-03-25T00:00:00.000000000,1
APP-00168,D001,truck,south,44611.22210861761,14822.309071219026,7,2025-03-25T00:00:00.000000000,1
APP-01947,D001,car,south,44035.49028165433,18818.230068090757,9,2025-03-22T00:00:00.000000000,1
APP-00119,D001,suv,south,45179.10299986415,18926.225718067246,7,2025-01-15T00:00:00.000000000,0
APP-01071,D002,suv,midwest,67213.61126843597,20760.266042980238,3,2025-03-29T00:00:00.000000000,0
APP-00316,D002,car,south,57724.44975248162,19632.84383096064,9,2025-01-18T00:00:00.000000000,0
APP-01214,D002,truck,midwest,52321.646792276384,16274.937976196738,8,2025-01-18T00:00:00.000000000,0
APP-01985,D002,truck,south,51310.13044897768,16664.980424765527,7,2025-01-16T00:00:00.000000000,1
APP-00946,D001,car,midwest,42626.52018592728,23458.25558838362,4,2025-02-18T00:00:00.000000000,1
APP-01941,D001,suv,south,43340.472058551815,17788.53449819742,9,2025-03-13T00:00:00.000000000,1
APP-00786,D002,car,south,54828.360198843235,22478.83030356925,4,2025-01-15T00:00:00.000000000,0
APP-01978,D001,truck,south,46282.06728760163,20855.034485253993,7,2025-02-20T00:00:00.000000000,0
APP-00631,D002,truck,south,50487.02050340773,13037.36495441289,7,2025-01-28T00:00:00.000000000,0
APP-01029,D002,car,midwest,60973.69105642199,12722.570623720974,12,2025-03-03T00:00:00.000000000,0
APP-01532,D001,car,midwest,58514.87840150168,18645.17892317349,4,2025-01-28T00:00:00.000000000,0
APP-01959,D002,car,midwest,41477.81221533525,16835.40577539006,5,2025-03-08T00:00:00.000000000,1
APP-00079,D002,car,south,49213.663973273586,13249.521983711096,6,2025-03-22T00:00:00.000000000,0
APP-01819,D001,suv,south,53404.96724108966,17757.44489644881,8,2025-03-20T00:00:00.000000000,0
APP-01895,D001,suv,midwest,49961.51175368282,8102.614381997308,6,2025-01-19T00:00:00.000000000,0
APP-01148,D002,truck,midwest,59358.62425862325,15083.728699107185,11,2025-03-19T00:00:00.000000000,0
APP-00849,D002,car,south,38803.0303020333,12183.561536826768,5,2025-01-02T00:00:00.000000000,0
APP-01832,D002,car,south,60039.12890995823,16918.01318306368,7,2025-02-17T00:00:00.000000000,0
APP-01298,D002,truck,midwest,59739.068092157264,18374.480242683232,6,2025-02-05T00:00:00.000000000,0
APP-00112,D002,truck,south,53061.41576363596,9824.943158869886,7,2025-03-02T00:00:00.000000000,0
APP-00878,D002,truck,south,53524.52586597508,25902.008654931757,4,2025-03-08T00:00:00.000000000,0
APP-01907,D001,truck,south,54469.271911501455,17919.298739614427,9,2025-01-17T00:00:00.000000000,0
APP-00220,D002,car,south,54572.81723865084,18519.840704509406,4,2025-03-15T00:00:00.000000000,0
APP-00547,D001,truck,midwest,51794.40018713196,14390.70865746661,5,2025-03-17T00:00:00.000000000,0
APP-00780,D002,car,south,50645.35560360197,19864.71616879391,3,2025-01-01T00:00:00.000000000,0
APP-01109,D002,truck,south,50616.919838715505,18085.800392823752,7,2025-03-18T00:00:00.000000000,1
APP-00284,D001,truck,south,42521.64631002567,15202.397686944152,8,2025-01-13T00:00:00.000000000,1
APP-00538,D001,suv,midwest,40935.76045042165,17144.754384412765,7,2025-02-06T00:00:00.000000000,0
APP-00802,D001,suv,midwest,52159.6697469285,16988.83492282796,9,2025-01-26T00:00:00.000000000,0
APP-00479,D002,car,midwest,37622.344884012775,23482.014303365682,6,2025-01-02T00:00:00.000000000,0
APP-01554,D002,truck,midwest,63428.55582899689,18059.94217988548,5,2025-01-05T00:00:00.000000000,0
APP-00659,D001,truck,south,61022.778656805385,19014.688416560482,7,2025-01-17T00:00:00.000000000,0
APP-01243,D002,truck,midwest,48119.022638883725,19310.446462436965,11,2025-01-02T00:00:00.000000000,0
APP-00996,D002,suv,south,41707.108947134584,20698.34510152642,3,2025-03-09T00:00:00.000000000,1
APP-01176,D001,suv,south,61866.0884962689,23553.37528871903,11,2025-02-02T00:00:00.000000000,1
APP-00031,D001,suv,midwest,46553.822531794285,16380.898231978925,12,2025-01-04T00:00:00.000000000,1
APP-01448,D002,suv,south,65171.527807382874,16771.876034934674,9,2025-02-21T00:00:00.000000000,1
APP-00584,D001,suv,midwest,54766.99121016605,18633.258205292677,5,2025-01-16T00:00:00.000000000,1
APP-00488,D002,car,south,51722.17898427621,22105.156357771986,8,2025-01-18T00:00:00.000000000,1
APP-01431,D001,car,midwest,47525.329281680126,18472.15760190182,9,2025-02-22T00:00:00.000000000,0
APP-00443,D001,car,midwest,47442.85775726823,21922.77916941343,3,2025-01-09T00:00:00.000000000,0
APP-00381,D001,car,midwest,52626.52084898552,17624.234687397333,5,2025-03-31T00:00:00.000000000,0
APP-00721,D001,suv,midwest,56660.20857460191,20737.749109413387,6,2025-01-28T00:00:00.000000000,0
APP-01768,D001,truck,south,57172.37324308289,15192.1029627904,11,2025-02-02T00:00:00.000000000,0
APP-01066,D001,suv,midwest,47155.674153170025,19145.999240297486,6,2025-01-06T00:00:00.000000000,0
APP-01145,D001,truck,midwest,48327.07446809315,14756.245316719109,8,2025-02-25T00:00:00.000000000,0
APP-01035,D001,car,south,44414.00648301355,17993.374129586336,8,2025-02-25T00:00:00.000000000,0
APP-00794,D002,suv,south,53253.148408843954,11491.46113504023,12,2025-02-21T00:00:00.000000000,0
APP-01173,D001,suv,midwest,57053.66302763262,19031.780723338154,6,2025-01-20T00:00:00.000000000,0
APP-01355,D001,truck,midwest,46944.11533703281,14509.80298122163,12,2025-01-08T00:00:00.000000000,1
APP-01384,D002,truck,south,55923.78188918184,18085.4644811954,11,2025-01-26T00:00:00.000000000,1
APP-00140,D001,suv,midwest,40756.614815010915,25988.477493607028,6,2025-02-05T00:00:00.000000000,0
APP-01948,D002,suv,midwest,47907.65949236727,11508.945572462297,8,2025-01-19T00:00:00.000000000,1
APP-00525,D001,car,midwest,45117.15456410489,23431.695994858692,11,2025-01-25T00:00:00.000000000,0
APP-01028,D001,truck,south,60760.30368766342,16696.3321068926,4,2025-03-03T00:00:00.000000000,0
APP-01776,D001,car,midwest,46064.44142255223,21538.762278755526,7,2025-02-11T00:00:00.000000000,1
APP-00474,D001,car,south,56594.71636176956,11992.314842902271,6,2025-02-26T00:00:00.000000000,0
APP-01637,D001,suv,south,54763.29221113183,13363.499383503695,5,2025-03-16T00:00:00.000000000,0
APP-01164,D002,car,midwest,55488.385347776784,22297.60009665933,7,2025-01-30T00:00:00.000000000,1
APP-01857,D001,suv,south,55689.24496505718,15842.049987242033,12,2025-03-20T00:00:00.000000000,0
APP-00566,D001,suv,south,50059.44867171694,21226.38557262841,5,2025-02-10T00:00:00.000000000,1
APP-00263,D001,car,south,59017.49265215071,22081.1995009907,4,2025-01-03T00:00:00.000000000,0
APP-01650,D002,truck,midwest,52699.468170433975,18981.700567568696,9,2025-03-14T00:00:00.000000000,0
APP-01808,D001,car,midwest,49787.04796079907,12859.367599243786,6,2025-01-27T00:00:00.000000000,0
APP-00929,D001,car,south,56625.631226025755,23155.49559125448,3,2025-02-09T00:00:00.000000000,0
APP-00132,D002,truck,midwest,49652.38547441689,17152.211442453125,3,2025-03-22T00:00:00.000000000,0
APP-01516,D002,truck,midwest,61391.11878093736,16519.127024110865,4,2025-02-06T00:00:00.000000000,0
APP-00581,D001,suv,south,59136.725998669746,15853.51867776193,12,2025-02-08T00:00:00.000000000,0
APP-01596,D001,car,south,46776.82358266685,23417.620816773902,11,2025-03-15T00:00:00.000000000,1
APP-01285,D001,suv,midwest,54981.911778147885,15686.835763478055,4,2025-03-14T00:00:00.000000000,0
APP-01420,D001,car,midwest,52284.25482573917,26614.927768975824,7,2025-03-22T00:00:00.000000000,1
APP-01531,D001,suv,midwest,47382.223888230874,21356.61935008682,12,2025-03-15T00:00:00.000000000,0
APP-00636,D002,car,midwest,55073.55001933202,17836.002049937728,4,2025-01-22T00:00:00.000000000,0
APP-01456,D001,truck,south,40354.54558122122,16186.38109196012,10,2025-03-07T00:00:00.000000000,1
APP-01540,D002,truck,midwest,64066.41394335474,18988.222353565405,12,2025-02-14T00:00:00.000000000,1
APP-01922,D002,suv,midwest,50037.01870733338,16654.997962729325,7,2025-01-20T00:00:00.000000000,1
APP-01358,D001,truck,midwest,48598.32192582223,16147.541103141368,8,2025-01-30T00:00:00.000000000,1
APP-01723,D002,truck,midwest,51084.584450428076,23832.964179205203,5,2025-03-19T00:00:00.000000000,1
APP-00834,D001,suv,south,58087.98337445857,16384.87009174282,10,2025-03-15T00:00:00.000000000,0
APP-00766,D002,suv,south,44291.58143873273,15886.11379949415,10,2025-02-06T00:00:00.000000000,1
APP-00521,D001,suv,midwest,56675.015925129046,14214.922953794216,7,2025-01-30T00:00:00.000000000,0
APP-01231,D002,truck,south,42323.41637382738,16423.6588477025,12,2025-02-09T00:00:00.000000000,0
APP-00737,D002,suv,south,52617.14542134057,20424.85200100375,6,2025-01-06T00:00:00.000000000,0
APP-01004,D002,truck,midwest,59997.85686372859,13847.069088222695,10,2025-03-07T00:00:00.000000000,0
APP-01955,D002,suv,midwest,62726.92699926023,14211.271323782914,5,2025-02-23T00:00:00.000000000,1
APP-01585,D002,truck,south,50558.28083448897,14801.445708877434,10,2025-01-16T00:00:00.000000000,0
APP-01264,D002,truck,south,53633.873144639285,21726.959129184685,7,2025-03-01T00:00:00.000000000,1
APP-00564,D001,suv,south,58635.02902168444,15930.546822255985,3,2025-02-09T00:00:00.000000000,0
APP-00801,D001,truck,midwest,49064.00638086258,18502.858248117835,4,2025-01-30T00:00:00.000000000,1
APP-00988,D001,truck,midwest,53910.228604918215,17363.346165021198,8,2025-03-30T00:00:00.000000000,0
APP-01810,D002,suv,south,50939.00485818582,15220.636196221869,3,2025-03-29T00:00:00.000000000,1
APP-01086,D002,suv,south,49437.71132732998,22591.215176610047,8,2025-03-30T00:00:00.000000000,0
APP-01002,D002,truck,south,54419.95923353995,11996.467977845921,10,2025-01-14T00:00:00.000000000,1
APP-00090,D002,car,midwest,54457.74598033306,16730.817654253286,11,2025-02-26T00:00:00.000000000,0
APP-00427,D002,car,south,52816.71423999339,17798.013902313196,12,2025-03-12T00:00:00.000000000,0
APP-01142,D001,suv,south,43223.89310874434,18651.31758569913,12,2025-01-13T00:00:00.000000000,0
APP-01556,D001,suv,midwest,54636.267599317944,15261.511598372728,5,2025-02-23T00:00:00.000000000,0
APP-01710,D001,truck,midwest,57783.994952759225,16065.339989568365,4,2025-02-03T00:00:00.000000000,0
APP-01702,D001,car,south,53841.85071976013,18643.89563944201,4,2025-01-22T00:00:00.000000000,0
APP-00677,D002,truck,midwest,51396.46673857512,20211.478801396635,8,2025-01-27T00:00:00.000000000,1
APP-00063,D001,car,midwest,46344.185367871294,22643.247504212064,6,2025-01-27T00:00:00.000000000,1
APP-01709,D001,suv,midwest,47406.090794353404,17370.65221879045,7,2025-02-28T00:00:00.000000000,1
APP-00749,D001,suv,midwest,55566.13322927207,25914.867835240002,6,2025-02-03T00:00:00.000000000,0
APP-00678,D001,truck,midwest,56146.47252586672,22018.654124844074,7,2025-01-10T00:00:00.000000000,1
APP-00180,D002,suv,south,62888.40772150739,18375.634155449632,9,2025-01-19T00:00:00.000000000,1
APP-01465,D002,suv,south,48441.68779295014,13264.97972081343,10,2025-02-01T00:00:00.000000000,0
APP-00289,D002,truck,midwest,52259.50451162962,10424.21843186388,9,2025-01-07T00:00:00.000000000,0
APP-01039,D001,car,midwest,53190.2475608065,19038.50381771917,6,2025-03-16T00:00:00.000000000,0
APP-00283,D002,car,south,54904.95728757596,15477.352944394615,8,2025-01-12T00:00:00.000000000,0
APP-00593,D001,suv,south,62556.64071982346,12693.519373275552,3,2025-01-27T00:00:00.000000000,0
APP-00476,D002,suv,south,55093.1680424127,13992.39216876476,7,2025-01-13T00:00:00.000000000,0
APP-00597,D002,suv,midwest,50887.77561938645,18183.520993400132,12,2025-03-19T00:00:00.000000000,0
APP-01236,D001,suv,midwest,51013.06907885027,18066.17861801809,5,2025-02-02T00:00:00.000000000,0
APP-00195,D002,suv,midwest,54533.87626726629,23826.033004887922,3,2025-03-02T00:00:00.000000000,1
APP-01917,D001,car,south,51837.14615831098,23423.021974469528,11,2025-03-06T00:00:00.000000000,1
APP-01094,D001,car,midwest,47195.80964392773,18689.38234804942,10,2025-01-17T00:00:00.000000000,1
APP-00329,D001,car,south,44082.30988407447,21946.84172725655,11,2025-03-22T00:00:00.000000000,1
APP-00039,D001,truck,south,51296.519699499615,12679.298940340592,7,2025-03-29T00:00:00.000000000,0
APP-00399,D001,car,south,51425.84624816088,19929.251872290268,4,2025-01-10T00:00:00.000000000,0
APP-00588,D001,car,south,46615.66344084023,21046.944834519865,8,2025-03-17T00:00:00.000000000,1
APP-00128,D002,suv,south,59850.091245053714,14139.622763195228,9,2025-02-18T00:00:00.000000000,0
APP-01541,D001,truck,south,57824.985763212586,14318.575718800901,4,2025-01-14T00:00:00.000000000,0
APP-01372,D001,car,midwest,51737.82191748446,22296.380271604758,10,2025-02-23T00:00:00.000000000,1
APP-01682,D001,car,midwest,47841.67159089992,25068.32582383327,9,2025-01-27T00:00:00.000000000,0
APP-01579,D001,truck,south,50490.7146668442,15585.619333886461,11,2025-03-20T00:00:00.000000000,0
APP-00614,D001,suv,midwest,62815.50004516445,25190.592053270597,5,2025-03-26T00:00:00.000000000,1
APP-01397,D002,suv,midwest,39367.02667409619,19291.66790991542,5,2025-01-24T00:00:00.000000000,0
APP-01698,D001,suv,midwest,39445.468375198325,19689.180930297793,4,2025-01-01T00:00:00.000000000,1
APP-01536,D001,car,midwest,68517.9868341708,28707.525341610562,10,2025-03-04T00:00:00.000000000,1
APP-01860,D002,suv,midwest,56757.15371468103,19756.106861788176,11,2025-01-04T00:00:00.000000000,1
APP-01588,D001,truck,midwest,44331.86672024572,22594.45082013013,9,2025-02-01T00:00:00.000000000,0
APP-01407,D001,suv,midwest,49931.49817329631,18454.319592757147,9,2025-01-01T00:00:00.000000000,1
APP-01751,D002,suv,midwest,47351.565218019714,16737.474232025666,10,2025-03-29T00:00:00.000000000,1
APP-00049,D002,truck,south,62397.10210747584,19116.606884859175,3,2025-03-14T00:00:00.000000000,1
APP-01222,D002,car,midwest,46908.18833987264,25387.302575572303,4,2025-03-14T00:00:00.000000000,0
APP-00725,D002,truck,south,64967.870810291635,17004.284708185034,6,2025-03-14T00:00:00.000000000,0
APP-01059,D001,suv,south,44485.56911497386,22022.32509802108,7,2025-01-17T00:00:00.000000000,0
APP-00100,D001,car,south,43128.69407990726,23341.507588127984,4,2025-02-01T00:00:00.000000000,0
APP-01121,D001,suv,midwest,47905.67381981273,26290.77156765978,8,2025-01-08T00:00:00.000000000,1
APP-00513,D002,truck,south,49382.573994936705,15502.378215413584,12,2025-03-19T00:00:00.000000000,0
APP-01153,D001,car,south,51529.46369740125,12843.276464635743,10,2025-02-06T00:00:00.000000000,1
APP-00927,D002,suv,south,54408.32386793933,23594.279848310456,5,2025-02-15T00:00:00.000000000,0
APP-00724,D001,suv,south,50049.6995501844,10534.128630721207,11,2025-03-14T00:00:00.000000000,0
APP-01666,D001,suv,south,59864.51031204946,14301.23350212177,9,2025-01-07T00:00:00.000000000,1
APP-00471,D002,truck,south,58970.980559954274,18353.160121369612,10,2025-01-19T00:00:00.000000000,0
APP-01099,D001,car,midwest,48460.920624068865,24811.0739656265,7,2025-03-17T00:00:00.000000000,1
APP-01960,D001,car,midwest,44013.18222003975,12806.808037593022,4,2025-02-08T00:00:00.000000000,0
